record_id,database,pmid,pmcid,doi,title,abstract,year,journal,authors,country_contact_author,publication_types,review_type,objective_text,objective_category,objective_category_source,icd11_pain_category,musculoskeletal_flag,bps_mention_location,bps_function,bio_mentioned,psych_mentioned,social_mentioned,quality_assessment_reported,psychological_concepts_detected,theoretical_frameworks_detected,conceptual_problem_flags,provisional_typology,stage3_candidate,stage3_priority,coding_rationale,coding_method,llm_model,screening_status,screening_reason
pubmed_39629040,PubMed,39629040.0,PMC11613041,10.3389/fmolb.2024.1382555,Deciphering pain: molecular mechanisms and neurochemical pathways-challenges and future opportunities.,"This review delves into the intricate biological underpinnings of pain perception. It encompasses nociceptive signaling pathways, the molecular mechanisms involved, and the subjective experience of discomfort in humans. The initial focus is on nociceptor transduction, where specialized neurons transform noxious stimuli into electrical impulses. Subsequently, the review explores the central nervous system, elucidating how these signals are processed and modulated by critical elements such as ion channels, receptors, and neurotransmitters (e.g., substance P, glutamate, GABA). Shifting gears toward chronic pain, the review examines the concept of neuroplasticity, highlighting its potential to induce maladaptive responses through alterations in neural networks. The burgeoning field of pain genomics, alongside established genetic research, offers valuable insights that could pave the way for a framework of personalized pain management strategies. Finally, the review emphasizes the significance of these molecular insights in facilitating accurate therapeutic interventions. The overarching objective is to establish an integrative framework for precision medicine in pain management by incorporating this information alongside biopsychosocial models. This framework serves to translate the heterogeneous landscape of pain mechanisms into a coherent roadmap for the development of effective therapies.",2024.0,Frontiers in molecular biosciences,Bahar Dehghan | Narges Abolhasanzadeh | Behrouz Shademan | Alireza Nourazarian,Iran,Journal Article | Review,narrative or expert review,This review delves into the intricate biological underpinnings of pain perception.,conceptual,llm_structured,mixed or unspecified chronic pain,unclear,abstract only,explanatory framework,yes,no,yes,no,,,none,potential integrative signal,yes,medium,Structured Stage 2 output required deterministic field repair for omitted items.,llm_structured,google/gemini-3.1-flash-lite-preview,include,
pubmed_38137395,PubMed,38137395.0,PMC10740819,10.3390/biomedicines11123174,Aerobic Exercise and Neuropathic Pain: Insights from Animal Models and Implications for Human Therapy.,"This narrative review explores the complex relationship between aerobic exercise (AE) and neuropathic pain (NP), particularly focusing on peripheral neuropathies of mechanical origin. Pain, a multifaceted phenomenon, significantly impacts functionality and distress. The International Association for the Study of Pain's definition highlights pain's biopsychosocial nature, emphasizing the importance of patient articulation. Neuropathic pain, arising from various underlying processes, presents unique challenges in diagnosis and treatment. Our methodology involved a comprehensive literature search in the PubMed and SCOPUS databases, focusing on studies relating AE to NP, specifically in peripheral neuropathies caused by mechanical forces. The search yielded 28 articles and 1 book, primarily animal model studies, providing insights into the efficacy of AE in NP management. Results from animal models demonstrate that AE, particularly in forms like no-incline treadmill and swimming, effectively reduces mechanical allodynia and thermal hypersensitivity associated with NP. AE influences neurophysiological mechanisms underlying NP, modulating neurotrophins, cytokines, and glial cell activity. These findings suggest AE's potential in attenuating neurophysiological alterations in NP. However, human model studies are scarce, limiting the direct extrapolation of these findings to human neuropathic conditions. The few available studies indicate AE's potential benefits in peripheral NP, but a lack of specificity in these studies necessitates further research. In conclusion, while animal models show promising results regarding AE's role in mitigating NP symptoms and influencing underlying neurophysiological mechanisms, more human-centric research is required. This review underscores the need for targeted clinical trials to fully understand and harness AE's therapeutic potential in human neuropathic pain, especially of mechanical origin.",2023.0,Biomedicines,Jorge Ruimonte-Crespo | Gustavo Plaza-Manzano | María José Díaz-Arribas | Marcos José Navarro-Santana | José Javier López-Marcos | Raúl Fabero-Garrido | Tamara Seijas-Fernández | Juan Antonio Valera-Calero,Spain,Journal Article | Review,narrative or expert review,"This narrative review explores the complex relationship between aerobic exercise (AE) and neuropathic pain (NP), particularly focusing on peripheral neuropathies of mechanical origin.",clinical,llm_structured,chronic neuropathic pain,no,abstract only,rhetorical label,yes,yes,yes,no,stress,,missing_social | tokenistic_bps | vague_definition,pseudo-bps or partial signal,no,low,Structured Stage 2 output required deterministic field repair for omitted items.,llm_structured,google/gemini-3.1-flash-lite-preview,include,
pubmed_26039013,PubMed,26039013.0,PMC4493448,10.3390/bs5020264,"Goal-Directed Resilience in Training (GRIT): A Biopsychosocial Model of Self-Regulation, Executive Functions, and Personal Growth (Eudaimonia) in Evocative Contexts of PTSD, Obesity, and Chronic Pain.","This paper presents a biopsychosocial model of self-regulation, executive functions, and personal growth that we have applied to Goal-Directed Resilience in Training (GRIT) interventions for posttraumatic stress disorder (PTSD), obesity, and chronic pain. Implications of the training for the prevention of maladaptation, including psychological distress and health declines, and for promoting healthy development are addressed. Existing models of attention, cognition, and physiology were sourced in combination with qualitative study findings in developing this resilience skills intervention. We used qualitative methods to uncover life skills that are most salient in cases of extreme adversity, finding that goal-directed actions that reflected an individual's values and common humanity with others created a context-independent domain that could compensate for the effects of adversity. The efficacy of the resilience skills intervention for promoting positive emotion, enhancing neurocognitive capacities, and reducing symptoms was investigated in a randomized controlled trial with a veteran population diagnosed with PTSD. The intervention had low attrition (8%) and demonstrated improvement on symptom and wellbeing outcomes, indicating that the intervention may be efficacious for PTSD and that it taps into those mechanisms which the intervention was designed to address. Feasibility studies for groups with comorbid diagnoses, such as chronic pain and PTSD, also showed positive results, leading to the application of the GRIT intervention to other evocative contexts such as obesity and chronic pain.",2015.0,"Behavioral sciences (Basel, Switzerland)",Martha Kent | Crystal T Rivers | Glenda Wrenn,,Journal Article | Review,narrative or expert review,"This paper presents a biopsychosocial model of self-regulation, executive functions, and personal growth that we have applied to Goal-Directed Resilience in Training (GRIT) interventions for posttraumatic stress disorder (PTSD), obesity, and chronic pain.",clinical,llm_structured,mixed or unspecified chronic pain,no,title and abstract,intervention rationale,yes,yes,yes,no,stress | resilience,,none,potential integrative signal,no,low,Structured Stage 2 output required deterministic field repair for omitted items.,llm_structured,google/gemini-3.1-flash-lite-preview,include,
pubmed_38132273,PubMed,38132273.0,PMC10743062,10.3390/diagnostics13243689,Clinical Diagnosis and Treatment of Chronic Pain.,"More than 600 million people globally are estimated to be living with chronic pain. It is one of the most common complaints seen in an outpatient setting, with over half of patients complaining of pain during a visit. Failure to properly diagnose and manage chronic pain is associated with substantial morbidity and mortality, especially when opioids are involved. Furthermore, it is a tremendous financial strain on the healthcare system, as over USD 100 billion is spent yearly in the United States on healthcare costs related to pain management and opioids. This exceeds the costs of diabetes, heart disease, and cancer-related care combined. Being able to properly diagnose, manage, and treat chronic pain conditions can substantially lower morbidity, mortality, and healthcare costs in the United States. This review will outline the current definitions, biopsychosocial model, subclassifications, somatosensory assessments, imaging, clinical prediction models, and treatment modalities associated with chronic pain.",2023.0,"Diagnostics (Basel, Switzerland)",Sadiq Rahman | Ali Kidwai | Emiliya Rakhamimova | Murad Elias | William Caldwell | Sergio D Bergese,,Journal Article | Review,narrative or expert review,More than 600 million people globally are estimated to be living with chronic pain.,clinical,llm_structured,mixed or unspecified chronic pain,unclear,abstract only,organizing principle,no,no,yes,no,,,vague_definition | parallel_listing_without_integration | mechanistic_absence | missing_biology,pseudo-bps or partial signal,yes,medium,Structured Stage 2 output required deterministic field repair for omitted items.,llm_structured,google/gemini-3.1-flash-lite-preview,include,
pubmed_38470686,PubMed,38470686.0,PMC10931313,10.3390/healthcare12050575,Etiologic Factors of Temporomandibular Disorders: A Systematic Review of Literature Containing Diagnostic Criteria for Temporomandibular Disorders (DC/TMD) and Research Diagnostic Criteria for Temporomandibular Disorders (RDC/TMD) from 2018 to 2022.,"This study aims to conduct a systematic analysis of literature published between 1 January 2018 and 1 September 2022, exploring factors influencing the progression or development of temporomandibular disorders (TMD), diagnosed using the Diagnostic Criteria for Temporomandibular Disorders (DC/TMD) or Research Diagnostic Criteria for Temporomandibular Disorders (RDC/TMD). Three electronic databases were reviewed to identify papers that examined TMD factors using DC/TMD or RDC/TMD. Inclusion criteria encompassed original research published in English between 1 January 2018 and 1 October 2022, online, and complete DC/TMD or RDC/TMD studies on human participants aged 18 or older. Two authors independently assessed the risk of bias using The Joanna Briggs Institute (JBI) Analytical cross-sectional studies' Critical Appraisal Tool. Of 1478 articles, 11 were included. The studies revealed strong associations between TMD and factors such as female, poor sleep quality, depression, oral parafunction, anxiety, somatization, and anatomical features. However, variables such as education, living conditions, socioeconomic status, marital status, chronic pain, and stress did not exhibit statistically significant correlations. Based on the obtained data, it can be concluded that the causes of TMD are largely related to psychological factors, which supports the biopsychosocial theory of the disorder.",2024.0,"Healthcare (Basel, Switzerland)",Joanna Warzocha | Joanna Gadomska-Krasny | Joanna Mrowiec,Poland,Journal Article | Review,systematic review,"aims to conduct a systematic analysis of literature published between 1 January 2018 and 1 September 2022, exploring factors influencing the progression or development of temporomandibular disorders (TMD), diagnosed using the Diagnostic Criteria for Temporomandibular Disorders (DC/TMD) or Research Diagnostic Criteria for Temporomandibular Disorders (RDC/TMD). Three electronic databases were reviewed to identify papers that examined TMD factors using DC/TMD or RDC/TMD. Inclusion criteria encompassed original research published in English between 1 January 2018 and 1 October 2022, online, and complete DC/TMD or RDC/TMD studies on human participants aged 18 or older. Two authors independently assessed the risk of bias using The Joanna Briggs Institute (JBI) Analytical cross-sectional studies' Critical Appraisal Tool. Of 1478 articles, 11 were included. The studies revealed strong associations between TMD and factors such as female, poor sleep quality, depression, oral parafunction, anxiety, somatization, and anatomical features. However, variables such as education, living conditions, socioeconomic status, marital status, chronic pain, and stress did not exhibit statistically significant correlations. Based on the obtained data, it can be concluded that the causes of TMD are largely related to psychological factors, which supports the biopsychosocial theory of the disorder.",epidemiological,llm_structured,chronic secondary headache or orofacial pain,unclear,abstract only,rhetorical label,no,yes,yes,yes,depression | anxiety | stress,,tokenistic_bps | vague_definition | missing_biology,rhetorical label signal,yes,medium,Structured Stage 2 output required deterministic field repair for omitted items.,llm_structured,google/gemini-3.1-flash-lite-preview,include,
pubmed_33396262,PubMed,33396262.0,PMC7795912,10.3390/ijerph18010246,Mapping Assessments Instruments for Headache Disorders against the ICF Biopsychosocial Model of Health and Disability.,"Headache disorders have a strong impact on sufferers' lives. However, the ""content"" of assessment instruments addressing concepts, such as disability and quality of life (QoL), has not comprehensively been addressed. We searched SCOPUS for research papers in which outcome measures were used in adult populations of patients with migraine, tension-type headache (TTH), and cluster headache (CH). The content of single instruments was then mapped against the International Classification of Functioning, Disability, and Health. A total of 150 papers and 26 instruments were included: 15 addressed disability or impact, two addressed work-related difficulties, and nine addressed QoL. Few instruments were commonly used across the conditions and covered domains of functioning were impact on daily life activities, homework, school, and work-related tasks, leisure time, informal and family relations, pain, emotional difficulties, energy level, and impulse control. Most of the research is based on instruments that were developed for migraine, which is critical for CH, and the impact of headache disorders on work-related activities is poorly acknowledged. Further research is needed to expand the scope of headaches impact on daily life activities, and on environmental factors relevant to headache disorders to raise knowledge on the less represented areas, e.g., TTH impact.",2020.0,International journal of environmental research and public health,Domenico D'Amico | Stewart J Tepper | Erika Guastafierro | Claudia Toppo | Matilde Leonardi | Licia Grazzi | Paolo Martelletti | Alberto Raggi,Italy,"Journal Article | Research Support, Non-U.S. Gov't | Review",scoping or mapping review,Headache disorders have a strong impact on sufferers' lives.,methodological,llm_structured,chronic secondary headache or orofacial pain,no,title only,organizing principle,no,yes,yes,no,,,missing_biology,potential integrative signal,no,low,Structured Stage 2 output required deterministic field repair for omitted items.,llm_structured,google/gemini-3.1-flash-lite-preview,include,
pubmed_36675454,PubMed,36675454.0,PMC9862261,10.3390/jcm12020526,Management of Pelvic Pain in Patients with Crohn's Disease-Current Overview.,"Crohn's disease (CD) is a subtype of chronic inflammatory bowel diseases (IBD) with characteristic skip lesions and transmural inflammation that may affect the entire gastrointestinal tract from the mouth to the anus. Persistent pain is one of the main symptoms of CD. This pain has multifactorial pathogenesis, but most often arises from intestinal inflammation itself, as well as from gut distention or partial intestinal obstruction. Some current evidence also suggests sensitization of sensory pathways, as well as modulation of those signals by the central nervous system, which highlights the impact of biopsychosocial factors. To date, most studies have focused only on the pain located in the abdomen, while pelvic pain has rarely been explored, despite it being a common symptom. The aim of this study is to provide an abbreviated summary of the current state of knowledge on the origins and treatment of pelvic pain in CD.",2023.0,Journal of clinical medicine,Jakub Włodarczyk | Jacek Burzyński | Bartłomiej Czerwiński | Mateusz Prusisz | Katarzyna Socała | Ewa Poleszak | Jakub Fichna | Kasper Maryńczak | Marcin Włodarczyk | Łukasz Dziki,Poland,Journal Article | Review,narrative or expert review,aim of this study is to provide an abbreviated summary of the current state of knowledge on the origins and treatment of pelvic pain in CD.,clinical,llm_structured,chronic secondary visceral pain,no,abstract only,background framing,yes,no,yes,no,,,tokenistic_bps | parallel_listing_without_integration | mechanistic_absence,pseudo-bps or partial signal,no,low,Structured Stage 2 output required deterministic field repair for omitted items.,llm_structured,google/gemini-3.1-flash-lite-preview,include,
WOS:001116314900001,Web of Science,,,10.3390/jcm12237489,Effects of Multidisciplinary Biopsychosocial Rehabilitation on Short-Term Pain and Disability in Chronic Low Back Pain: A Systematic Review with Network Meta-Analysis,,,JOURNAL OF CLINICAL MEDICINE,"Jurak, Ivan | Delas, Kristina | Erjavec, Lana | Stare, Janez | Locatelli, Igor",,,network meta-analysis,,clinical,llm_structured,chronic secondary musculoskeletal pain,yes,title only,intervention rationale,no,no,yes,no,,,parallel_listing_without_integration | mechanistic_absence | missing_biology,multifactorial signal,yes,high,Structured Stage 2 output required deterministic field repair for omitted items.,llm_structured,google/gemini-3.1-flash-lite-preview,include,
pubmed_31466408,PubMed,31466408.0,PMC6780711,10.3390/jcm8091334,The Evolving Case Supporting Individualised Physiotherapy for Low Back Pain.,"Low-back pain (LBP) is one of the most burdensome health problems in the world. Guidelines recommend simple treatments such as advice that may result in suboptimal outcomes, particularly when applied to people with complex biopsychosocial barriers to recovery. Individualised physiotherapy has the potential of being more effective for people with LBP; however, there is limited evidence supporting this approach. A series of studies supporting the mechanisms underpinning and effectiveness of the Specific Treatment of Problems of the Spine (STOPS) approach to individualised physiotherapy have been published. The clinical and research implications of these findings are presented and discussed. Treatment based on the STOPS approach should also be considered as an approach to individualised physiotherapy in people with LBP.",2019.0,Journal of clinical medicine,Jon Ford | Andrew Hahne | Luke Surkitt | Alexander Chan | Matthew Richards,Australia,Journal Article | Review,narrative or expert review,Low-back pain (LBP) is one of the most burdensome health problems in the world.,clinical,llm_structured,chronic secondary musculoskeletal pain,yes,abstract only,intervention rationale,yes,no,yes,no,,,parallel_listing_without_integration | mechanistic_absence,multifactorial signal,yes,high,Structured Stage 2 output required deterministic field repair for omitted items.,llm_structured,google/gemini-3.1-flash-lite-preview,include,
pubmed_36278735,PubMed,36278735.0,PMC9590060,10.3390/jfmk7040074,Pain Education in the Management of Patients with Chronic Low Back Pain: A Systematic Review.,"New prospective of chronic low back pain (CLBP) management based on the biopsychosocial model suggests the use of pain education, or neurophysiological pain education, to modify erroneous conceptions of disease and pain, often influenced by fear, anxiety and negative attitudes. The aim of the study is to highlight the evidence on the outcomes of a pain education-oriented approach for the management of CLBP. The search was conducted on the Pubmed, Scopus, Pedro and Cochrane Library databases, leading to 2673 results until September 2021. In total, 13 articles published in the last 10 years were selected as eligible. A total of 6 out of 13 studies support a significant reduction in symptoms in the medium term. Disability is investigated in only 11 of the selected studies, but 7 studies support a clear reduction in the medium-term disability index. It is difficult to assess the effectiveness of the treatments of pain education in patients affected by CLBP, due to the multimodality and heterogeneity of the treatments administered to the experimental group. In general, methods based on pain education or on cognitive-behavioral approaches, in association with physical therapy, appear to be superior to physiotherapeutic interventions alone in the medium term.",2022.0,Journal of functional morphology and kinesiology,Rosario Ferlito | Chiara Blatti | Ludovico Lucenti | Umberto Boscarino | Marco Sapienza | Vito Pavone | Gianluca Testa,Italy,Journal Article | Review,systematic review,"aim of the study is to highlight the evidence on the outcomes of a pain education-oriented approach for the management of CLBP. The search was conducted on the Pubmed, Scopus, Pedro and Cochrane Library databases, leading to 2673 results until September 2021. In total, 13 articles published in the last 10 years were selected as eligible. A total of 6 out of 13 studies support a significant reduction in symptoms in the medium term. Disability is investigated in only 11 of the selected studies, but 7 studies support a clear reduction in the medium-term disability index. It is difficult to assess the effectiveness of the treatments of pain education in patients affected by CLBP, due to the multimodality and heterogeneity of the treatments administered to the experimental group. In general, methods based on pain education or on cognitive-behavioral approaches, in association with physical therapy, appear to be superior to physiotherapeutic interventions alone in the medium term.",clinical,llm_structured,chronic secondary musculoskeletal pain,yes,abstract only,intervention rationale,yes,yes,yes,no,anxiety,,parallel_listing_without_integration | mechanistic_absence,multifactorial signal,yes,high,Structured Stage 2 output required deterministic field repair for omitted items.,llm_structured,google/gemini-3.1-flash-lite-preview,include,
pubmed_31878346,PubMed,31878346.0,PMC7023333,10.3390/medicina56010006,Acupuncture for the Relief of Chronic Pain: A Synthesis of Systematic Reviews.,"Background and Objectives : It is estimated that 28 million people in the UK live with chronic pain. A biopsychosocial approach to chronic pain is recommended which combines pharmacological interventions with behavioural and non-pharmacological treatments. Acupuncture represents one of a number of non-pharmacological interventions for pain. In the current climate of difficult commissioning decisions and constantly changing national guidance, the quest for strong supporting evidence has never been more important. Although hundreds of systematic reviews (SRs) and meta-analyses have been conducted, most have been inconclusive, and this has created uncertainty in clinical policy and practice. There is a need to bring all the evidence together for different pain conditions. The aim of this review is to synthesise SRs of RCTs evaluating the clinical efficacy of acupuncture to alleviate chronic pain and to consider the quality and adequacy of the evidence, including RCT design. Materials and Methods : Electronic databases were searched for English language SRs and meta-analyses on acupuncture for chronic pain. The SRs were scrutinised for methodology, risk of bias and judgement of efficacy. Results : A total of 177 reviews of acupuncture from 1989 to 2019 met our eligibility criteria. The majority of SRs found that RCTs of acupuncture had methodological shortcomings, including inadequate statistical power with a high risk of bias. Heterogeneity between RCTs was such that meta-analysis was often inappropriate. Conclusions : The large quantity of RCTs on acupuncture for chronic pain contained within systematic reviews provide evidence that is conflicting and inconclusive, due in part to recurring methodological shortcomings of RCTs. We suggest that an enriched enrolment with randomised withdrawal design may overcome some of these methodological shortcomings. It is essential that the quality of evidence is improved so that healthcare providers and commissioners can make informed choices on the interventions which can legitimately be provided to patients living with chronic pain.",2019.0,"Medicina (Kaunas, Lithuania)",Carole A Paley | Mark I Johnson,,Journal Article | Systematic Review,systematic review,"aim of this review is to synthesise SRs of RCTs evaluating the clinical efficacy of acupuncture to alleviate chronic pain and to consider the quality and adequacy of the evidence, including RCT design. Materials and Methods : Electronic databases were searched for English language SRs and meta-analyses on acupuncture for chronic pain. The SRs were scrutinised for methodology, risk of bias and judgement of efficacy. Results : A total of 177 reviews of acupuncture from 1989 to 2019 met our eligibility criteria. The majority of SRs found that RCTs of acupuncture had methodological shortcomings, including inadequate statistical power with a high risk of bias. Heterogeneity between RCTs was such that meta-analysis was often inappropriate. Conclusions : The large quantity of RCTs on acupuncture for chronic pain contained within systematic reviews provide evidence that is conflicting and inconclusive, due in part to recurring methodological shortcomings of RCTs. We suggest that an enriched enrolment with randomised withdrawal design may overcome some of these methodological shortcomings. It is essential that the quality of evidence is improved so that healthcare providers and commissioners can make informed choices on the interventions which can legitimately be provided to patients living with chronic pain.",clinical,llm_structured,mixed or unspecified chronic pain,unclear,abstract only,background framing,yes,no,yes,yes,,,tokenistic_bps | vague_definition,rhetorical label signal,yes,medium,Structured Stage 2 output required deterministic field repair for omitted items.,llm_structured,google/gemini-3.1-flash-lite-preview,include,
pubmed_39768944,PubMed,39768944.0,PMC11678838,10.3390/medicina60122065,Effectiveness of Physical Activity in the Management of Nonspecific Low Back Pain: A Systematic Review.,"Background and Objectives: This systematic review evaluates the effectiveness of exercise interventions for managing nonspecific low back pain (NSLBP) and explores their impact on related biopsychosocial factors, physical health variables, and inflammatory biomarkers. Materials and Methods : A comprehensive search of five databases (PubMed, CINAHL, PEDro, SCOPUS, Cochrane Library) was conducted, covering studies from 2019 to 2024. Fifteen randomized controlled trials involving 1338 participants aged 18 to 65 years with NSLBP were included. Data extraction and quality assessment were performed independently by two reviewers using the PEDro scale, and risk of bias was evaluated using the Cochrane Risk-of-Bias tool (RoB 2.0). Results : Exercise significantly reduced pain intensity and improved biopsychosocial factors such as depression, disability, functionality, quality of life, and kinesiophobia. Additionally, it enhanced physical parameters like proprioception, muscle thickness, and physical performance. However, the review found insufficient evidence regarding the effects of exercise on inflammatory biomarkers in NSLBP patients. Conclusions : The findings suggest that physical exercise is an effective intervention for pain reduction and the improvement of overall health in NSLBP, though further research is needed to clarify its impact on inflammation.",2024.0,"Medicina (Kaunas, Lithuania)",Alexandra Alonso-Sal | José Luís Alonso-Perez | María Dolores Sosa-Reina | Juan Antonio García-Noblejas-Fernández | Viren Gul Balani-Balani | Giacomo Rossettini | Jorge Hugo Villafañe,Spain,Systematic Review | Journal Article,systematic review,"Objectives: This systematic review evaluates the effectiveness of exercise interventions for managing nonspecific low back pain (NSLBP) and explores their impact on related biopsychosocial factors, physical health variables, and inflammatory biomarkers. Materials and Methods : A comprehensive search of five databases (PubMed, CINAHL, PEDro, SCOPUS, Cochrane Library) was conducted, covering studies from 2019 to 2024. Fifteen randomized controlled trials involving 1338 participants aged 18 to 65 years with NSLBP were included. Data extraction and quality assessment were performed independently by two reviewers using the PEDro scale, and risk of bias was evaluated using the Cochrane Risk-of-Bias tool (RoB 2.0). Results : Exercise significantly reduced pain intensity and improved biopsychosocial factors such as depression, disability, functionality, quality of life, and kinesiophobia. Additionally, it enhanced physical parameters like proprioception, muscle thickness, and physical performance. However, the review found insufficient evidence regarding the effects of exercise on inflammatory biomarkers in NSLBP patients. Conclusions : The findings suggest that physical exercise is an effective intervention for pain reduction and the improvement of overall health in NSLBP, though further research is needed to clarify its impact on inflammation.",clinical,llm_structured,chronic secondary musculoskeletal pain,yes,abstract only,intervention rationale,yes,yes,yes,yes,fear-avoidance | depression,,none,potential integrative signal,yes,high,Structured Stage 2 output required deterministic field repair for omitted items.,llm_structured,google/gemini-3.1-flash-lite-preview,include,
pubmed_24716562,PubMed,24716562.0,,10.3928/00904481-20140325-08,"Pediatric IBS: an overview on pathophysiology, diagnosis and treatment.","Irritable bowel syndrome (IBS) is a common disorder in children and adults. The pathogenesis and pathophysiology of IBS remains incompletely understood. The biopsychosocial model, which conceptualizes chronic pain as a dysregulation of the gut-brain-homeostasis with peripheral and central factors mutually influencing each other, is the most accepted framework to explain IBS. Twin and family aggregation studies suggest a genetic component that does not exclusively explain the higher prevalence of IBS in certain families. Social learning (environmental factors) and maladaptive coping predispose children to develop IBS with greater disability and more frequent medical consultations. Early-life events constitute an additional risk factor for the development of IBS and other functional gastrointestinal disorders (FGIDs). Children with a history of cow's milk protein hypersensitivity or abdominal surgeries have a higher prevalence of IBS and other FGIDs years later. IBS frequently follows an episode of acute gastrointestinal inflammation (infectious or non-infectious). This article discusses the importance, known pathophysiological mechanisms, clinical approach, and evidence-based therapeutic options for the management of IBS in children and adolescents.",2014.0,Pediatric annals,Ashish Chogle | Stijn Mintjens | Miguel Saps,,Journal Article | Review,narrative or expert review,Irritable bowel syndrome (IBS) is a common disorder in children and adults.,conceptual,llm_structured,chronic secondary visceral pain,unclear,abstract only,explanatory framework,yes,yes,yes,no,coping,,none,potential integrative signal,yes,medium,Structured Stage 2 output required deterministic field repair for omitted items.,llm_structured,google/gemini-3.1-flash-lite-preview,include,
pubmed_32010899,PubMed,32010899.0,PMC6974394,10.5606/ArchRheumatol.2019.6801,Group Psychotherapy With Fibromyalgia Patients: A Systematic Review.,"OBJECTIVES: This review aims to investigate the factors that play a role on the efficacy of group psychotherapy (GP) interventions for fibromyalgia syndrome (FMS).
MATERIALS AND METHODS: We employed a search using keywords group psychotherapy and fibromyalgia in the databases of Scopus, Web of Sciences, CINAHL, BMJ, MEDLINE, ScienceDirect and EBSCOhost.
RESULTS: A total of 30 original studies were identified. These studies, which aimed to improve primary outcomes (POs-pain and fibromyalgia impact) and/or secondary outcomes (SOs-psychosocial), indicated that 15 were conducted in a multidisciplinary (MT) fashion, and the rest were unidimensional as they employed only GPs. Cognitive behavior therapy, which modifies dysfunctional thoughts and accompanying behaviors, was the most utilized psychological intervention. Overall, MTs were only slightly superior to GPs; however, improvements in POs were more frequent than SOs in MTs, and the vice versa in GPs.
CONCLUSION: Although studies varied in various methodological characteristics, the content of the interventions in MTs should be designed to cover the biopsychosocial nature of FMS.",2019.0,Archives of rheumatology,Esin Temeloğlu Şen | Ayla Hocaoğlu | Özlem Sertel Berk,,Journal Article | Review,systematic review,OBJECTIVES: This review aims to investigate the factors that play a role on the efficacy of group psychotherapy (GP) interventions for fibromyalgia syndrome (FMS).,clinical,llm_structured,chronic primary pain,yes,abstract only,conclusion,no,yes,yes,no,,,parallel_listing_without_integration | missing_biology,pseudo-bps or partial signal,yes,high,Structured Stage 2 output required deterministic field repair for omitted items.,llm_structured,google/gemini-3.1-flash-lite-preview,include,
pubmed_12720511,PubMed,12720511.0,,10.5694/j.1326-5377.2003.tb05287.x,The management of persistent pain.,"Persistent pain is a complex mix of physical and psychological symptoms and is ideally managed by a biopsychosocial approach. Often the relative contributions of family and personal relationships, finances, work, past pain experiences and personality outweigh those of the nociceptive or neuropathic processes from which most pain originates. Recent advances in our understanding of the pathophysiology of pain may lead to improved drug treatments; however, non-drug treatments--education, lifestyle modification, exercise and reassurance--should be used routinely to improve patients' quality of life. Patients with persistent pain that is difficult to control or has complex psychosocial influences, or who have a history of medication misuse, should be referred to a multidisciplinary pain centre. Selected patients may be offered invasive options such as nerve blocks or spinal-cord stimulation. The best outcomes are achieved in patients treated in group-based pain-management programs using cognitive-behavioural therapy to improve physical function, change unhelpful thinking and improve patients' understanding of their situation.",2003.0,The Medical journal of Australia,C Roger Goucke,,Journal Article | Review,narrative or expert review,Persistent pain is a complex mix of physical and psychological symptoms and is ideally managed by a biopsychosocial approach.,clinical,llm_structured,mixed or unspecified chronic pain,yes,abstract only,intervention rationale,yes,yes,yes,no,,,parallel_listing_without_integration | mechanistic_absence,multifactorial signal,yes,high,Structured Stage 2 output required deterministic field repair for omitted items.,llm_structured,google/gemini-3.1-flash-lite-preview,include,
pubmed_28359011,PubMed,28359011.0,,10.5694/mja16.00828,Diagnostic triage for low back pain: a practical approach for primary care.,"Diagnostic triage is an essential guideline recommendation for low back pain (LBP), which is the most frequent musculoskeletal condition that general practitioners encounter in Australia. Clinical diagnosis of LBP - informed by a focused history and clinical examination - is the key initial step for GPs, and determines subsequent diagnostic workup and allied health and medical specialist referral. The goal of diagnostic triage of LBP is to exclude non-spinal causes and to allocate patients to one of three broad categories: specific spinal pathology (< 1% of cases), radicular syndrome (∼ 5-10% of cases) or non-specific LBP (NSLBP), which represents 90-95% of cases and is diagnosed by exclusion of the first two categories. For specific spinal pathologies (eg, vertebral fracture, malignancy, infection, axial spondyloarthritis or cauda equina syndrome), a clinical assessment may reveal the key alerting features. For radicular syndrome, clinical features distinguish three subsets of nerve root involvement: radicular pain, radiculopathy and spinal stenosis. Differential diagnosis of back-related leg pain is complex and clinical manifestations are highly variable. However, distinctive clusters of characteristic history cues and positive clinical examination signs, particularly from neurological examination, guide differential diagnosis within this triage category. A diagnosis of NSLBP presumes exclusion of specific pathologies and nerve root involvement. A biopsychosocial model of care underpins NSLBP; this includes managing pain intensity and considering risk for disability, which directs matched pathways of care. Back pain is a symptom and not a diagnosis. Careful diagnostic differentiation is required and, in primary care, diagnostic triage of LBP is the anchor for a diagnosis.",2017.0,The Medical journal of Australia,Lynn D Bardin | Peter King | Chris G Maher,,Journal Article | Review,narrative or expert review,"Diagnostic triage is an essential guideline recommendation for low back pain (LBP), which is the most frequent musculoskeletal condition that general practitioners encounter in Australia.",clinical,llm_structured,chronic secondary musculoskeletal pain,yes,abstract only,organizing principle,yes,no,yes,no,,,vague_definition | parallel_listing_without_integration | mechanistic_absence,pseudo-bps or partial signal,yes,high,Structured Stage 2 output required deterministic field repair for omitted items.,llm_structured,google/gemini-3.1-flash-lite-preview,include,
