record_id,year,review_type,Central Sensitization and Neuroplasticity,Musculoskeletal and Structural Pathology,Pharmacological and Biomedical Treatment,Sleep Disruption and Circadian Dysregulation,Immune Inflammatory and Neuroinflammatory Processes,Genetic Epigenetic and Biological Vulnerability,Neuroimaging Brain Structure and Function,Nociceptive Transmission and Pain Pathways,Physical Function Mobility and Deconditioning,Metabolic Nutritional and Hormonal Factors,Catastrophizing and Negative Cognitive Appraisal,Fear Avoidance and Pain Related Fear,Depression Emotional Distress and Affect,Anxiety and Psychological Reactivity,Self Efficacy Control Beliefs and Perceived Mastery,Acceptance Psychological Flexibility and Mindfulness,Pain Coping Strategies and Adjustment,Attention Vigilance and Pain Processing,Illness Beliefs Pain Representations and Meaning,Cognitive Behavioral and Psychotherapeutic Approaches,Third Wave Therapies ACT and Contextual Approaches,Resilience Positive Psychology and Post Traumatic Growth,Identity Self Concept and Chronic Pain Biography,Trauma Adverse Childhood and Life Events,Personality Psychological Traits and Individual Differences,Cognitive Function Executive Processes and Brain Health,Motivational Processes Goal Pursuit and Engagement,Healthcare Seeking Treatment Adherence and Engagement,Emotional Regulation and Pain Affect Processing,Mental Health Comorbidity and Psychological Wellbeing,Social Support Network and Interpersonal Resources,Work Disability Occupational Function and Productivity,Family Caregiver and Household Dynamics,Socioeconomic Status and Health Inequity,Healthcare Access Navigation and System Factors,Cultural Ethnic and Demographic Context,Community Participation and Social Role Functioning,Legal Compensation and Medicolegal Systems,Health Literacy Education and Patient Empowerment,Stigma Social Isolation and Exclusion,Return to Work Vocational Rehabilitation and Employment,Social Determinants of Pain and Environment
WOS:001116314900001,,network meta-analysis,0.034029774,0.03514917,0.035759714,0.03290576,0.033575844,0.032613255,0.034107614,0.032074187,0.03491464,0.034470048,0.015249103,0.014990067,0.015960485,0.015533235,0.015243297,0.016041098,0.016455764,0.01612383,0.015856966,0.016865505,0.016214047,0.016513359,0.015830567,0.01595427,0.015600893,0.016461411,0.016057597,0.01626076,0.016167711,0.016820027,0.028826492,0.02952407,0.026898002,0.02782349,0.02881381,0.027675744,0.028512677,0.029158114,0.02780882,0.02711021,0.029207544,0.02884104
pubmed_31466408,2019.0,narrative or expert review,0.03388673,0.034769855,0.035134118,0.03229093,0.03330778,0.03272932,0.03279614,0.032153837,0.03379685,0.033734456,0.01621537,0.016420506,0.016083907,0.016387567,0.016562808,0.0174845,0.01706501,0.017196205,0.016878674,0.01816013,0.018528672,0.017360358,0.016751321,0.016799595,0.01724573,0.01706753,0.017305927,0.018256687,0.016404422,0.017025072,0.026484016,0.027102055,0.026253335,0.026433054,0.027455831,0.02693561,0.026778238,0.02806578,0.027870126,0.026963046,0.026867615,0.026991306
pubmed_36278735,2022.0,systematic review,0.034614474,0.034227353,0.035518352,0.03209248,0.03333372,0.032433398,0.033103,0.03250736,0.033415664,0.034154188,0.016743697,0.017049707,0.016803373,0.01659294,0.016932389,0.017073749,0.0175323,0.017313171,0.017116077,0.018342495,0.017665235,0.01694642,0.016791267,0.016861951,0.016703434,0.017521437,0.017068122,0.018128378,0.017454738,0.017459106,0.02523549,0.02657269,0.025373422,0.026524141,0.02774655,0.026674274,0.026304001,0.027346497,0.029370194,0.02611733,0.025765445,0.027569978
pubmed_31878346,2019.0,systematic review,0.0351383,0.03453087,0.036794543,0.0323344,0.034274787,0.03329494,0.03379036,0.033707872,0.032962855,0.03497104,0.016581573,0.016702535,0.016475033,0.01685378,0.016408667,0.016991349,0.0173491,0.017275454,0.016587697,0.017878536,0.01821638,0.016702848,0.01637593,0.017159393,0.016678667,0.016776284,0.016635379,0.018018251,0.01708428,0.017448865,0.026276862,0.025831698,0.025374675,0.0263875,0.028122995,0.02739068,0.026282651,0.02712916,0.026741704,0.025940767,0.025711365,0.026809938
pubmed_39768944,2024.0,systematic review,0.03404447,0.035013128,0.035163775,0.03284455,0.03447362,0.032225218,0.033838976,0.032475803,0.035870403,0.035350103,0.015817275,0.015818467,0.016255204,0.01641942,0.016235799,0.016456204,0.016696112,0.016439036,0.015962863,0.016848553,0.016539263,0.016342409,0.015721055,0.015853392,0.015910475,0.017127877,0.016734319,0.016979996,0.016775358,0.016766956,0.027458875,0.027950328,0.026269166,0.027493648,0.028808704,0.027060859,0.027820574,0.027794026,0.028231427,0.027274879,0.026493886,0.028343663
pubmed_24716562,2014.0,narrative or expert review,0.03492124,0.035687786,0.035407927,0.034003567,0.035781547,0.035818767,0.03341972,0.03359565,0.033273134,0.03619066,0.016776992,0.016789127,0.016523084,0.017460631,0.016155764,0.01706373,0.016794153,0.017047683,0.017303336,0.018263375,0.01716529,0.016903318,0.016732754,0.017659606,0.017072758,0.017089527,0.016449017,0.017522343,0.016996905,0.01683063,0.025555551,0.025702497,0.027081743,0.025626602,0.026586805,0.02626635,0.02580767,0.025901448,0.02592416,0.025862124,0.0243865,0.026598528
pubmed_32010899,2019.0,systematic review,0.03322875,0.034627963,0.034733005,0.032141186,0.032612372,0.032566052,0.032141928,0.031646848,0.033839654,0.034962256,0.016943615,0.01724428,0.017155936,0.016769484,0.016952785,0.01786656,0.017263241,0.016925175,0.016571423,0.018706217,0.018570095,0.017719423,0.016169455,0.016787019,0.01696997,0.017291354,0.017660927,0.017892346,0.017204246,0.017936429,0.027003162,0.026983276,0.02727811,0.025686143,0.027681302,0.026748512,0.027569998,0.026188653,0.026835551,0.026443519,0.02588762,0.026594147
pubmed_12720511,2003.0,narrative or expert review,0.035173558,0.03502862,0.037096366,0.031935617,0.033774678,0.033070385,0.03334247,0.033977933,0.033629805,0.034570564,0.016730173,0.017337674,0.016752452,0.017084135,0.016923167,0.017701143,0.018002838,0.01787133,0.017392073,0.019065851,0.018307924,0.0176416,0.01737208,0.016927835,0.017591553,0.0178027,0.018015718,0.018522624,0.017544448,0.017812701,0.025040163,0.025343735,0.025747951,0.024397908,0.026157387,0.026048454,0.025738278,0.026297826,0.025323603,0.02522834,0.024148006,0.026428351
pubmed_28359011,2017.0,narrative or expert review,0.033769615,0.035994496,0.03564383,0.03257674,0.03360843,0.032639716,0.033634275,0.034100797,0.03441295,0.034019142,0.017173877,0.016827589,0.016642787,0.016990982,0.015674721,0.017048994,0.017403644,0.017964477,0.016796375,0.017862534,0.017894225,0.016884768,0.016270883,0.017416157,0.016788505,0.017431503,0.016872676,0.01847843,0.01650597,0.017370945,0.02545869,0.02616785,0.026440581,0.02595369,0.028506808,0.026556445,0.025697479,0.026946,0.02677494,0.026067143,0.026434207,0.026296174
pubmed_2094850,1990.0,narrative or expert review,0.03392822,0.035360858,0.035187475,0.03378553,0.03423433,0.033987094,0.03427688,0.032657776,0.033460617,0.03522122,0.016264252,0.01618893,0.01645887,0.016430533,0.015721088,0.016614111,0.016895244,0.017494349,0.016716115,0.018265018,0.017771007,0.017098455,0.016826037,0.017009534,0.016954465,0.017243212,0.017155934,0.01717462,0.01691859,0.017399633,0.026639182,0.02646904,0.02605253,0.02673966,0.026804246,0.027013235,0.027230611,0.0271278,0.025973497,0.02611865,0.025387174,0.027744394
pubmed_17149465,2006.0,narrative or expert review,0.033082608,0.034934815,0.034619678,0.031314846,0.032610465,0.032214712,0.032747176,0.031838782,0.03472881,0.0333081,0.0158063,0.016082494,0.015777666,0.016619366,0.015722029,0.016709525,0.016827129,0.016997492,0.016258502,0.017056298,0.01755178,0.016661935,0.01584067,0.016721793,0.015701586,0.017197091,0.016501024,0.017497014,0.01578607,0.017184233,0.026626112,0.030278942,0.027490837,0.027018756,0.028947799,0.027504116,0.027295345,0.029182483,0.02794998,0.026613591,0.031008687,0.028183348
pubmed_10711057,1999.0,narrative or expert review,0.03452714,0.03424229,0.03591134,0.03219637,0.033690557,0.032222915,0.03253024,0.03355377,0.03389172,0.034133643,0.016600706,0.01693444,0.016558144,0.016630888,0.016292421,0.017247014,0.017682718,0.017685296,0.01760741,0.018384486,0.017553732,0.01681353,0.017525557,0.016264047,0.01692356,0.017134242,0.017248439,0.018297194,0.017200258,0.017215919,0.026210934,0.02577756,0.027267033,0.025358042,0.028177436,0.027314875,0.026967611,0.026905844,0.027949026,0.025676547,0.024702063,0.026993033
pubmed_11858295,2000.0,narrative or expert review,0.03376222,0.03381884,0.03506993,0.032011878,0.033425894,0.03170796,0.03188945,0.0331491,0.033768836,0.033795908,0.016480695,0.016784957,0.016585836,0.016625468,0.016425215,0.01740347,0.01762518,0.017423984,0.017564658,0.018292783,0.017824493,0.017198488,0.01751774,0.01628886,0.016889531,0.017096218,0.017321195,0.018213505,0.017179577,0.017358148,0.026972758,0.025989937,0.027769556,0.025564699,0.028057259,0.02742258,0.027633732,0.027140131,0.028196165,0.026123265,0.025160797,0.027469127
pubmed_8940956,1996.0,narrative or expert review,0.03415428,0.036169644,0.03569247,0.032913394,0.034452535,0.034016225,0.03302205,0.033455096,0.034269147,0.03545518,0.017053708,0.017216165,0.017379688,0.017343786,0.01615979,0.01706684,0.01751062,0.017590947,0.017897772,0.018738126,0.01743116,0.01708711,0.017446253,0.01721578,0.017398272,0.017478645,0.017336302,0.017845593,0.017341726,0.017761715,0.024652513,0.025546305,0.026207076,0.024639089,0.02683392,0.027272442,0.025753293,0.026413178,0.025274197,0.025108451,0.02425975,0.02613979
pubmed_10635197,1999.0,narrative or expert review,0.034087546,0.0352164,0.03433352,0.0332725,0.03376886,0.032974135,0.033004627,0.031812087,0.033141468,0.03528885,0.017568821,0.016900847,0.017146941,0.01749529,0.016664287,0.017147213,0.017004829,0.017518567,0.01730215,0.018202012,0.018144164,0.017536966,0.01728939,0.017705146,0.017443946,0.017315008,0.017599586,0.017343324,0.017286545,0.017685004,0.025913572,0.026535084,0.02625569,0.025881404,0.026062207,0.026971212,0.026126444,0.026552334,0.026451025,0.026310736,0.025419071,0.026321216
pubmed_9927896,1998.0,narrative or expert review,0.033105493,0.032995693,0.034061626,0.032321513,0.031964153,0.03161218,0.032602176,0.030715995,0.0326328,0.03298835,0.017823163,0.018101249,0.01820976,0.017771155,0.01617417,0.017113635,0.018184934,0.017660892,0.017607829,0.018709034,0.017604621,0.017565556,0.01811671,0.017696094,0.017828297,0.017723378,0.017368132,0.017625486,0.018083023,0.018332902,0.026375035,0.026794963,0.027058532,0.025927376,0.027260253,0.027273292,0.027213452,0.026450405,0.025805362,0.02694063,0.024967702,0.027632985
pubmed_34793635,2021.0,systematic review,0.03332191,0.034321256,0.033836354,0.030991819,0.033223286,0.03222614,0.032882098,0.03142167,0.03273332,0.03374213,0.017398924,0.017147094,0.017142767,0.01723254,0.017307132,0.017440038,0.01793964,0.01735785,0.018724272,0.018168008,0.017569503,0.017114995,0.017387245,0.016547702,0.017643437,0.017079882,0.017175775,0.017427381,0.018199185,0.017696647,0.026819509,0.026011381,0.026069729,0.026714796,0.02766983,0.028591087,0.027127838,0.026937071,0.026212672,0.026847694,0.024755338,0.027843054
pubmed_8842824,1996.0,narrative or expert review,0.033703443,0.034253098,0.033729307,0.03126137,0.032263253,0.03184428,0.03359794,0.030600984,0.035366762,0.03267954,0.015815606,0.015621358,0.016015867,0.015674261,0.016513009,0.016522322,0.016661633,0.016482772,0.016742498,0.017010866,0.017250456,0.01736495,0.016687138,0.016099866,0.016479628,0.017317887,0.017367449,0.017119607,0.016507342,0.017045489,0.027353927,0.030439014,0.027131675,0.027656404,0.02827007,0.027668333,0.03034436,0.027786667,0.027572436,0.027020456,0.028642599,0.028614055
