record_id,database,interface,query_key,query_label,search_date,retrieved_at_utc,pmid,pmcid,doi,title,abstract,journal,publication_date,year,authors,author_count,first_author,affiliations,contact_author_country_guess,language,publication_types,keywords,mesh_terms,publication_status_flag,pubmed_url,norm_doi,norm_title,dedupe_key,duplicate_rank,is_duplicate,reviewer_a_decision,reviewer_b_decision,reviewer_a_reason,reviewer_b_reason,adjudicated_decision,adjudication_notes
pubmed_37999754,PubMed,MEDLINE via PubMed,pubmed_audit_sensitivity,PubMed audit query,2026-04-07,2026-04-07T15:43:08+00:00,37999754.0,,10.1007/s00347-023-01957-8,[Chronic eye pain].,"Numerous conditions in the field of ophthalmology are associated with pain in or around the eye. Chronic pain associated with the eye is a common finding in the daily routine of ophthalmologists and can be associated with primary ocular or extraocular diseases as well as with other conditions. Appropriate diagnostic assessment and management of people with chronic pain requires an understanding of the condition based on the biopsychosocial model in which the interactions of biological/somatic, psychological and social factors are determining pain and suffering. Beyond the ophthalmological findings,  close interdisciplinary cooperation and assessment are required. Therefore, if eye pain is insufficiently responsive to treatment or if symptoms of chronic pain are evident, pain medicine expertise should be involved. The management of chronic ocular pain is based on interdisciplinary multimodal approaches, in addition to the ophthalmologist-specific approaches. These focus on self-efficacy, patient competence and acceptance of pain as central goals of treatment rather than pain relief. Patient information, education and the development of a suitable concept by the interdisciplinary team are essential therapeutic aspects in this context.",Die Ophthalmologie,2023-Dec,2023.0,Joachim Erlenwein | Frank Petzke | Tabea Tavernini | Ludwig M Heindl | Nicolas Feltgen,5,Joachim Erlenwein,"Klinik für Anästhesiologie, Universitätsmedizin Göttingen, Robert Koch Str. 40, 37075, Göttingen, Deutschland. joachim.erlenwein@med.uni-goettingen.de. | Klinik für Anästhesiologie, Universitätsmedizin Göttingen, Robert Koch Str. 40, 37075, Göttingen, Deutschland. | Interdisziplinäres Schmerzzentrum, DIAKOVERE Friederikenstift, Hannover, Deutschland. | Zentrum für Augenheilkunde, Medizinische Fakultät und Uniklinik Köln, Universität zu Köln, Köln, Deutschland. | Centrum für Integrierte Onkologie (CIO), Aachen-Bonn-Köln-Düsseldorf, Köln, Deutschland. | Augenklinik, Universitätsmedizin Göttingen, Göttingen, Deutschland.",,ger,English Abstract | Journal Article | Review,Chronic pain | Dry eye | Interdisciplinary multimodal pain management | Phantom eye pain | Trigeminus,Humans | Chronic Pain | Eye Pain | Eye | Pain Management,none_detected,https://pubmed.ncbi.nlm.nih.gov/37999754/,10.1007/s00347-023-01957-8,chronic eye pain,10.1007/s00347-023-01957-8,1,False,,,,,,
pubmed_11582821,PubMed,MEDLINE via PubMed,pubmed_audit_sensitivity,PubMed audit query,2026-04-07,2026-04-07T15:43:48+00:00,11582821.0,,10.1177/070674370104600704,Conduct disorder: a biopsychosocial review.,"OBJECTIVE: To review published works on the epidemiology, risk factors, protective factors, typologies, and genetic aspects of conduct disorder (CD).
METHOD: Findings from refereed journal articles and current texts in the field are briefly summarized.
RESULTS: CD is commonly encountered in clinical practice. Factors strongly predictive of future delinquency include past offenses, antisocial peers, impoverished social ties, early substance use, male sex, and antisocial parents. Factors that moderately predict recidivism include early aggression, low socioeconomic status (SES), psychological variables such as risk taking and impulsivity, poor parent-child relationships, poor academic performance, early medical insult, and neuropsychological variables such as poor verbal IQ. Mildly predictive variables include other family characteristics such as large family size, family stress, discord, broken home, and abusive parenting, particularly neglect. Protective factors include individual factors such as skill competence (in social and other arenas), adult relationships, prosocial and proeducational values, and strong social programs and supports.
CONCLUSIONS: We know a great deal about psychosocial risk factors for CD. Some research into protective factors and genetic contributions exists but is in its early stages. Future work will increase our knowledge about subtypes, developmental pathways, and CD treatment.",Canadian journal of psychiatry. Revue canadienne de psychiatrie,2001-Sep,2001.0,L Bassarath,1,L Bassarath,"Centre for Addiction and Mental Health, University of Toronto, Toronto, Ontario. lindley_bassarath@camh.net",,eng,Journal Article | Review,,Adolescent | Catechol O-Methyltransferase | Child | Conduct Disorder | Family | Female | Humans | Juvenile Delinquency | Male | Monoamine Oxidase | Parent-Child Relations | Parents | Peer Group | Risk Factors | Sex Factors | Socioeconomic Factors | X Chromosome,none_detected,https://pubmed.ncbi.nlm.nih.gov/11582821/,10.1177/070674370104600704,conduct disorder a biopsychosocial review,10.1177/070674370104600704,1,False,,,,,,
WOS:A1995RY18800002,Web of Science,Web of Science Starter API,wos_starter_operational,wos_starter_operational,2026-04-06,2026-04-06T22:21:06.132835+00:00,,,10.1111/j.1943-278X.1995.tb00485.x,ADOLESCENT DEVELOPMENT AND THE EMERGENCE OF SEXUALITY,,SUICIDE AND LIFE-THREATENING BEHAVIOR,,,"PETERSEN, AC | LEFFERT, N | GRAHAM, BL",3,"PETERSEN, AC",,,,,,,,,10.1111/j.1943-278x.1995.tb00485.x,adolescent development and the emergence of sexuality,10.1111/j.1943-278x.1995.tb00485.x,1,False,,,,,,
pubmed_33919821,PubMed,MEDLINE via PubMed,pubmed_audit_sensitivity,PubMed audit query,2026-04-07,2026-04-07T15:43:19+00:00,33919821.0,PMC8070828,10.3390/medicina57040378,Resolving Long-Standing Uncertainty about the Clinical Efficacy of Transcutaneous Electrical Nerve Stimulation (TENS) to Relieve Pain: A Comprehensive Review of Factors Influencing Outcome.,"Pain is managed using a biopsychosocial approach and pharmacological and non-pharmacological treatments. Transcutaneous electrical nerve stimulation (TENS) is a technique whereby pulsed electrical currents are administered through the intact surface of the skin with the intention of alleviating pain, akin to 'electrically rubbing pain away'. Despite over 50 years of published research, uncertainty about the clinical efficacy of TENS remains. The purpose of this comprehensive review is to critically appraise clinical research on TENS to inform future strategies to resolve the 'efficacy-impasse'. The principles and practices of TENS are described to provide context for readers unfamiliar with TENS treatment. The findings of systematic reviews evaluating TENS are described from a historical perspective to provide context for a critical evaluation of factors influencing the outcomes of randomized controlled trials (RCTs); including sample populations, outcome measures, TENS techniques, and comparator interventions. Three possibilities are offered to resolve the impasse. Firstly, to conduct large multi-centered RCTs using an enriched enrolment with randomized withdrawal design, that incorporates a 'run-in phase' to screen for potential TENS responders and to optimise TENS treatment according to individual need. Secondly, to meta-analyze published RCT data, irrespective of type of pain, to determine whether TENS reduces the intensity of pain during stimulation, and to include a detailed assessment of levels of certainty and precision. Thirdly, to concede that it may be impossible to determine efficacy due to insurmountable methodological, logistical and financial challenges. The consequences to clinicians, policy makers and funders of this third scenario are discussed. I argue that patients will continue to use TENS irrespective of the views of clinicians, policy makers, funders or guideline panel recommendations, because TENS is readily available without prescription; TENS generates a pleasant sensory experience that is similar to easing pain using warming and cooling techniques; and technological developments such as smart wearable TENS devices will improve usability in the future. Thus, research is needed on how best to integrate TENS into existing pain management strategies by analyzing data of TENS usage by expert-patients in real-world settings.","Medicina (Kaunas, Lithuania)",2021-Apr-14,2021.0,Mark I Johnson,1,Mark I Johnson,"Centre for Pain Research, Leeds Beckett University, Leeds LS1 3HE, UK.",,eng,Journal Article | Review,analgesia | meta-analysis | neuromodulation | pain | randomized controlled clinical trial | systematic review | transcutaneous electrical nerve stimulation (TENS),Humans | Pain | Systematic Reviews as Topic | Transcutaneous Electric Nerve Stimulation | Treatment Outcome | Uncertainty,none_detected,https://pubmed.ncbi.nlm.nih.gov/33919821/,10.3390/medicina57040378,resolving long standing uncertainty about the clinical efficacy of transcutaneous electrical nerve stimulation tens to relieve pain a comprehensive review of factors influencing outcome,10.3390/medicina57040378,1,False,,,,,,
pubmed_33229886,PubMed,MEDLINE via PubMed,pubmed_audit_sensitivity,PubMed audit query,2026-04-07,2026-04-07T15:43:19+00:00,33229886.0,,10.1097/PHM.0000000000001643,Biopsychosocial Factors Associated With Attention Problems in Children After Traumatic Brain Injury: A Systematic Review.,"OBJECTIVE: The aim of this review was to examine biopsychosocial factors associated with an increased risk of attention problems after a traumatic brain injury in children.
DESIGN: A systematic review of the literature was conducted using data sources of MEDLINE, PsycINFO, and CINAHL up to August 30, 2020. Literature primarily examined pediatric patients with traumatic brain injury and attention problems. Risk factors for attention problems posttraumatic brain injury examined in all articles were identified and grouped into broad categories of biological, psychological, and social factors. Methodological quality of each study was assessed using the modified Downs and Black checklist. Preferred Reporting Items for Systematic Reviews and Meta-analyses (PRISMA) guidelines from 2009 were used in completing this review.
RESULTS: Forty articles met inclusion criteria for this study. Overall findings were mixed but suggested that younger age at injury, presence of preinjury attention-deficit/hyperactivity disorder, poorer preinjury adaptive functioning, lower socioeconomic status, and poorer family functioning were associated with increased risk of developing attention problems posttraumatic brain injury.
CONCLUSIONS: Development of attention problems after pediatric traumatic brain injury is complex and influenced by an array of biologic, environmental/social, injury-related, and host factors. Evidence is mixed, and further study is needed to better understand the relationships between these factors and how they influence attention after traumatic brain injury. Nonetheless, screening for attention problems in children with risk factors may allow for earlier identification and intervention, minimizing negative impacts of attention problems after traumatic brain injury in children. Limitations of this study included heterogeneity of studies and overall low to moderate methodological quality of studies included as measured by the modified Downs and Black checklist.
TO CLAIM CME CREDITS: Complete the self-assessment activity and evaluation online at http://www.physiatry.org/JournalCME.
CME OBJECTIVES: Upon completion of this article, the reader should be able to: (1) Describe the importance of recognizing and identifying attention problems after traumatic brain injury in children; (2) Identify risk factors for development of attention problems after pediatric traumatic brain injury; and (3) Recognize gaps in existing literature regarding predictors of attention problems after pediatric traumatic brain injury.
LEVEL: Advanced.
ACCREDITATION: The Association of Academic Physiatrists is accredited by the Accreditation Council for Continuing Medical Education to provide continuing medical education for physicians.The Association of Academic Physiatrists designates this journal-based CME activity for a maximum of 1.0 AMA PRA Category 1 Credit(s)™. Physicians should only claim credit commensurate with the extent of their participation in the activity.",American journal of physical medicine & rehabilitation,2021-Mar-01,2021.0,Priya D Bolikal | Megan Narad | Stacey Raj | Megan Kennelly | Brad G Kurowski,5,Priya D Bolikal,"From the Division of Physical Medicine and Rehabilitation, Cincinnati Children's Hospital Medical Center, Cincinnati, Ohio (PDB, BGK); Department of Pediatrics, University of Cincinnati College of Medicine, Cincinnati, Ohio (PDB, BGK); Department of Neurology and Rehabilitation Medicine, University of Cincinnati College of Medicine, Cincinnati, Ohio (PDB, BGK); Division of Behavioral Medicine and Clinical Psychology, Cincinnati Children's Hospital Medical Center, Cincinnati, Ohio (MN); Xavier University, School of Psychology, Cincinnati, Ohio (SR); University of Cincinnati College of Medicine, Cincinnati, Ohio (MK); and Department of Physical Medicine and Rehabilitation, Carolinas Medical Center, Charlotte, North Carolina (MK).",,eng,Journal Article | Systematic Review,,"Age Factors | Attention | Attention Deficit Disorder with Hyperactivity | Brain Injuries, Traumatic | Child | Humans | Risk Factors | Sex Factors | Socioeconomic Factors",none_detected,https://pubmed.ncbi.nlm.nih.gov/33229886/,10.1097/phm.0000000000001643,biopsychosocial factors associated with attention problems in children after traumatic brain injury a systematic review,10.1097/phm.0000000000001643,1,False,,,,,,
pubmed_37001237,PubMed,MEDLINE via PubMed,pubmed_audit_sensitivity,PubMed audit query,2026-04-07,2026-04-07T15:43:11+00:00,37001237.0,,10.1016/j.nepr.2023.103621,Effectiveness of female genital mutilation/cutting education for health professionals: An integrative review.,"INTRODUCTION: A plethora of research has identified the lack of educational opportunities for health professionals to support the biopsychosocial and cultural needs of women who have experienced female genital mutilation/cutting (FGM/C). As a result, some women with FGM/C can feel unsupported, discriminated against and fear to communicate their concerns with health providers. The aim of this review is to identify studies that have investigated the effectiveness of FGM/C education for health professionals.
METHOD: Toronto and Remington's six-step framework for conducting an integrative literature review was used to identify studies that met the inclusion criteria. Searches were conducted across five primary databases and grey literature, between August and October 2021. The Joanna Briggs Institute critical appraisal tools for quasi-experimental studies was used to critically appraise included studies. The findings of the search were reported using preferred reporting items for systematic reviews and meta-analysis.
RESULTS: A total of five studies met the criteria for inclusion. Studies examined education provided to midwives, nurses, obstetricians, gynaecologists, psychosexual counsellors and student nurses, from England, USA, Mali and Kenya. All studies demonstrated that the implementation of FGM/C education was effective in improving learning outcomes (knowledge, attitude and self-efficacy), However, the quality rating of the evidence ranged from very low to moderate and limited inferential analysis reported.
CONCLUSION: This review confirms that FGM/C education, which is informed by evidence and developed in collaboration with practicing communities, is an effective way of improving FGM/C knowledge and attitudes among health professionals.
STUDY REGISTRATION: Open Science Framework Register 10.17605/OSF.IO/SMJHX.",Nurse education in practice,2023-May,2023.0,Ms Monica P Diaz | Angela E Brown | Julie-Anne Fleet | Mary Steen,4,Ms Monica P Diaz,"UniSA Clinical and Health Sciences Unit, University of South Australia, GPO Box 2471, Adelaide, South Australia 5001, Australia; Women's and Children's Health Network, 72 King William Road, North Adelaide, South Australia 5006, Australia. Electronic address: diamp001@mymail.unisa.edu.au. | UniSA Clinical and Health Sciences Unit, University of South Australia, GPO Box 2471, Adelaide, South Australia 5001, Australia; Rosemary Bryant AO Research Centre, University of South Australia, Adelaide, SA 5000, Australia. | UniSA Clinical and Health Sciences Unit, University of South Australia, GPO Box 2471, Adelaide, South Australia 5001, Australia; Department., of Nursing and Midwifery, Faculty of Health and Life Sciences, University of Northumbria, UK.",Australia,eng,Journal Article | Review,Communities | Education | Female circumcision | Female genital mutilation | Health professionals | Integrative review,"Pregnancy | Female | Humans | Circumcision, Female | Health Knowledge, Attitudes, Practice | Educational Status | Midwifery | Health Personnel",none_detected,https://pubmed.ncbi.nlm.nih.gov/37001237/,10.1016/j.nepr.2023.103621,effectiveness of female genital mutilation cutting education for health professionals an integrative review,10.1016/j.nepr.2023.103621,1,False,,,,,,
pubmed_20395025,PubMed,MEDLINE via PubMed,pubmed_audit_sensitivity,PubMed audit query,2026-04-07,2026-04-07T15:43:39+00:00,20395025.0,,10.1016/j.cpr.2010.03.003,Resilience and mental health.,"The relationship between disease and good health has received relatively little attention in mental health. Resilience can be viewed as a defence mechanism, which enables people to thrive in the face of adversity and improving resilience may be an important target for treatment and prophylaxis. Though resilience is a widely-used concept, studies vary substantially in their definition, and measurement. Above all, there is no common underlying theoretical construct to this very heterogeneous research which makes the evaluation and comparison of findings extremely difficult. Furthermore, the varying multi-disciplinary approaches preclude meta-analysis, so that clarification of research in this area must proceed firstly by conceptual unification. We attempt to collate and classify the available research around a multi-level biopsychosocial model, theoretically and semiotically comparable to that used in describing the complex chain of events related to host resistance in infectious disease. Using this underlying construct we attempt to reorganize current knowledge around a unitary concept in order to clarify and indicate potential intervention points for increasing resilience and positive mental health.",Clinical psychology review,2010-Jul,2010.0,Dmitry M Davydov | Robert Stewart | Karen Ritchie | Isabelle Chaudieu,4,Dmitry M Davydov,"Moscow Research Centre of Narcology, Russia. d.m.davydov@gmail.com",,eng,"Journal Article | Research Support, Non-U.S. Gov't | Review",,"Adaptation, Psychological | Humans | Mental Health | Resilience, Psychological | Social Environment",none_detected,https://pubmed.ncbi.nlm.nih.gov/20395025/,10.1016/j.cpr.2010.03.003,resilience and mental health,10.1016/j.cpr.2010.03.003,1,False,,,,,,
pubmed_17419822,PubMed,MEDLINE via PubMed,pubmed_audit_sensitivity,PubMed audit query,2026-04-07,2026-04-07T15:43:43+00:00,17419822.0,,10.1111/j.1600-0404.2007.00840.x,The chronic fatigue syndrome--an update.,"BACKGROUND: In this article, current scientific knowledge on the chronic fatigue syndrome (CFS) is reviewed. The US case definition of CFS (the CDC-definition) is most widespread in research and clinical practice. Estimates of prevalence vary from 0.2% to above 2%. The female-male ratio is approximately 3:1.
CLINICAL FEATURES: Severe fatigue is the dominating complaint; it is worsened from exertions and not substantially relieved by rest. In addition, the patients might have a varying combination of accompanying symptoms. Clinical evaluation should be based upon standardized guidelines, including an assessment of functional impairments.
PATHOPHYSIOLOGY: The pathophysiology should be interpreted within a biopsychosocial framework. Present knowledge suggests that certain genetic polymorphisms and personality traits might be regarded as predisposing factors, some infections and severe psychosocial stress constitute precipitating factors, whereas disturbances of immunity, skeletal muscle, cognitive abilities, endocrine control and cardiovascular homeostasis are possible perpetuating factors.
TREATMENT: Cognitive behavioural therapy and graded exercise therapy are of proven value in randomized controlled trials. Several pharmaceutical measures have been explored and found to have no beneficial effect. Most patients might expect long-term improvement, but full recovery is rare; however, the prognosis is better among adolescents.",Acta neurologica Scandinavica. Supplementum,2007,2007.0,Vegard Bruun Wyller,1,Vegard Bruun Wyller,"Department of Pediatrics, Rikshospitalet-Radiumhospitalet Medical Centre, Oslo, Norway. brwylle@online.no",Norway,eng,Journal Article | Review,,"Causality | Central Nervous System | Cognitive Behavioral Therapy | Exercise Therapy | Fatigue Syndrome, Chronic | Humans | Muscle, Skeletal | Stress, Psychological | Virus Diseases",none_detected,https://pubmed.ncbi.nlm.nih.gov/17419822/,10.1111/j.1600-0404.2007.00840.x,the chronic fatigue syndrome an update,10.1111/j.1600-0404.2007.00840.x,1,False,,,,,,
pubmed_23998670,PubMed,MEDLINE via PubMed,pubmed_audit_sensitivity,PubMed audit query,2026-04-07,2026-04-07T15:43:36+00:00,23998670.0,,10.1016/j.yhbeh.2013.04.003,Pubertal timing and the development of psychopathology in adolescence and beyond.,"This article is part of a Special Issue ""Puberty and Adolescence"". This paper examines consistency of effects of pubertal timing (going through puberty earlier, later or at the same time one's cohort of peers) on the development of psychopathology during adolescence as well as the persistence of effects into adulthood. It is argued that early maturing girls are at unique risk for psychopathology not only in terms of elevated internalizing and externalizing symptoms and disorders during adolescence but also persistence of elevated risk for depressive disorders and other symptomatology in adulthood. Emerging evidence supports bio-psychosocial pathways for these effects. In addition, recent evidence indicates that late maturation in males may also be a pathway for psychopathology typified by elevated symptoms of psychopathology during early and mid-adolescence and the emergence of disorder in the late adolescent period. While less well established, potential pathways for this association are also discussed.",Hormones and behavior,2013-Jul,2013.0,Julia A Graber,1,Julia A Graber,"Department of Psychology, University of Florida, Gainesville, FL, 32611-2250, USA. jagraber@ufl.edu",,eng,Journal Article | Review,Psychopathology | Pubertal timing | Vulnerability-stress models,"Adolescent | Adolescent Behavior | Adolescent Development | Female | Humans | Male | Mental Disorders | Psychology, Adolescent | Puberty | Sexual Maturation | Time Factors",none_detected,https://pubmed.ncbi.nlm.nih.gov/23998670/,10.1016/j.yhbeh.2013.04.003,pubertal timing and the development of psychopathology in adolescence and beyond,10.1016/j.yhbeh.2013.04.003,1,False,,,,,,
pubmed_41491266,PubMed,MEDLINE via PubMed,pubmed_audit_sensitivity,PubMed audit query,2026-04-07,2026-04-07T15:42:57+00:00,41491266.0,,10.1038/s41585-025-01113-8,"Rethinking sexual pleasure in research, health care and society.","Sexual pleasure is a fundamental aspect of human sexuality and well-being, but it has often been overshadowed by the clinical focus on dysfunction and reproduction in sexual medicine, particularly in urology. The historical neglect of sexual pleasure, particularly in female and queer people, has been perpetuated by sociocultural and gender biases. However, advances in understanding and identification of research gaps help to illustrate the potential of multidisciplinary approaches that address the diverse experiences and needs of individuals across their lifespan. Integrating pleasure into research, clinical practice, sexuality education and public health initiatives has transformative potential to enhance individual well-being, intimate relationships and overall quality of life. A biopsychosocial view of the subject offers actionable strategies for redefining sexual medicine to embrace the complexity and universality of pleasure as a driver of sexual health and equity, demonstrating that it is time for a paradigm shift, positioning sexual pleasure as a vital component of sexual health.",Nature reviews. Urology,2026-Jan-06,2026.0,Marieke Dewitte | Charmaine Borg,2,Marieke Dewitte,"Faculty of Psychology and Neuroscience, Maastricht University, Maastricht, Netherlands. marieke.dewitte@maastrichtuniversity.nl. | Faculty of Behavioural and Social Sciences, University of Groningen, Groningen, Netherlands.",Netherlands,eng,Journal Article | Review,,,none_detected,https://pubmed.ncbi.nlm.nih.gov/41491266/,10.1038/s41585-025-01113-8,rethinking sexual pleasure in research health care and society,10.1038/s41585-025-01113-8,1,False,,,,,,
WOS:A1992HQ90900007,Web of Science,Web of Science Starter API,wos_starter_operational,wos_starter_operational,2026-04-06,2026-04-06T22:21:06.132479+00:00,,,10.1155/1992/187197,CLINICAL MANAGEMENT OF INFLAMMATORY BOWEL-DISEASE - BEYOND DISEASE-ACTIVITY .1. ASSESSING PSYCHOSOCIAL FACTORS,,CANADIAN JOURNAL OF GASTROENTEROLOGY,,,"VALLIS, TM | TURNBULL, GK",2,"VALLIS, TM",,,,,,,,,10.1155/1992/187197,clinical management of inflammatory bowel disease beyond disease activity 1 assessing psychosocial factors,10.1155/1992/187197,1,False,,,,,,
